159051.610000  ,  162308.170000
161218.910000  ,  164835.150000
157983.040000  ,  162641.910000
165014.140000  ,  163176.860000
156999.630000  ,  164069.130000
165458.680000  ,  158799.860000
159959.310000  ,  167140.000000
167451.140000  ,  161147.220000
158445.780000  ,  156788.590000
162213.350000  ,  155949.100000
156639.040000  ,  166132.620000
167330.220000  ,  159169.680000
165532.000000  ,  156843.520000
168113.700000  ,  163576.700000
165881.690000  ,  156215.620000
165715.770000  ,  155455.320000
164007.380000  ,  154310.150000
153625.600000  ,  159202.700000
156455.100000  ,  169023.020000
162537.760000  ,  153403.470000
168789.770000  ,  157160.690000
158701.390000  ,  170311.750000
170016.620000  ,  164753.250000
159453.870000  ,  153268.730000
164794.340000  ,  152982.770000
164105.720000  ,  152676.490000
166256.840000  ,  170494.560000
166607.860000  ,  170615.330000
171621.120000  ,  159751.540000
166950.250000  ,  152678.330000
171968.260000  ,  157980.360000
172937.830000  ,  161185.040000
150242.210000  ,  164394.400000
162474.500000  ,  150325.270000
152621.510000  ,  169704.600000
157357.730000  ,  173218.800000
152529.870000  ,  170162.150000
154216.550000  ,  171882.740000
151710.700000  ,  169789.700000
149406.940000  ,  165507.540000
174095.580000  ,  164352.510000
151245.510000  ,  169891.940000
150833.140000  ,  154370.610000
174330.650000  ,  165422.820000
151827.490000  ,  171071.140000
155283.280000  ,  150060.130000
169287.370000  ,  150874.900000
156559.370000  ,  149356.880000
151802.800000  ,  152343.410000
159862.140000  ,  175741.590000
150276.480000  ,  153648.250000
148831.570000  ,  168123.400000
173971.060000  ,  155401.200000
170728.610000  ,  151319.540000
152067.380000  ,  151465.600000
147200.660000  ,  160512.540000
148591.030000  ,  155525.720000
152786.820000  ,  173603.090000
147294.350000  ,  157781.500000
175157.500000  ,  156093.430000
149798.710000  ,  152758.850000
174081.670000  ,  153931.890000
173796.230000  ,  170700.390000
164061.010000  ,  177042.770000
158538.560000  ,  146976.690000
167728.420000  ,  147866.670000
176980.290000  ,  162183.240000
153941.390000  ,  175561.650000
148336.810000  ,  170700.990000
151456.620000  ,  149785.850000
146055.900000  ,  158487.370000
153774.930000  ,  148115.930000
146961.350000  ,  155515.210000
174535.910000  ,  152786.450000
150777.760000  ,  150128.440000
163671.900000  ,  177900.560000
173800.330000  ,  151273.140000
162747.040000  ,  178395.200000
175877.140000  ,  170181.030000
177619.370000  ,  165873.450000
148888.180000  ,  172785.240000
159987.210000  ,  178558.690000
151161.570000  ,  175057.200000
177318.610000  ,  156583.540000
153248.670000  ,  147479.580000
177372.330000  ,  156558.230000
175440.700000  ,  171424.180000
149959.980000  ,  149606.400000
145009.800000  ,  165952.750000
165738.740000  ,  145390.000000
164510.950000  ,  178997.580000
173864.940000  ,  174169.580000
159577.320000  ,  144755.100000
157264.250000  ,  178890.520000
152351.340000  ,  147195.620000
168769.750000  ,  178137.090000
179029.250000  ,  159438.480000
162825.640000  ,  179718.990000
178463.820000  ,  156170.970000
144348.260000  ,  167903.130000
160996.240000  ,  143814.880000
175501.050000  ,  173706.460000
167744.430000  ,  179238.090000
178155.540000  ,  153995.770000
174160.850000  ,  175528.250000
160230.940000  ,  180476.830000
170924.810000  ,  145921.230000
146578.380000  ,  173365.530000
164556.100000  ,  143314.290000
143917.540000  ,  154976.810000
165674.570000  ,  180506.520000
179396.700000  ,  155535.170000
172337.260000  ,  177653.930000
162415.140000  ,  181089.430000
180615.420000  ,  161054.050000
156444.050000  ,  143545.630000
179013.240000  ,  169929.150000
178405.240000  ,  171705.860000
145777.240000  ,  150423.340000
142155.880000  ,  158920.820000
143166.760000  ,  169133.120000
146842.470000  ,  175346.860000
157322.710000  ,  181427.500000
150589.120000  ,  178618.740000
181042.330000  ,  158229.450000
178898.160000  ,  171689.970000
170844.330000  ,  144295.650000
173844.560000  ,  177976.550000
169605.080000  ,  180542.080000
170349.500000  ,  180258.600000
141659.890000  ,  166122.200000
171353.780000  ,  144276.370000
148376.510000  ,  146532.400000
163361.150000  ,  182520.690000
182140.030000  ,  162942.420000
171391.090000  ,  143799.950000
154802.210000  ,  142329.140000
142477.430000  ,  153636.100000
143914.390000  ,  173109.990000
182678.640000  ,  163053.760000
159139.370000  ,  183166.040000
143386.330000  ,  173276.680000
140614.930000  ,  166567.020000
174930.020000  ,  178699.730000
178289.870000  ,  148601.720000
140127.080000  ,  159965.010000
180356.210000  ,  172437.310000
178702.380000  ,  175167.520000
139810.690000  ,  160298.940000
160512.300000  ,  183812.160000
164642.210000  ,  140369.390000
143289.660000  ,  149817.780000
144675.940000  ,  147952.710000
168094.160000  ,  183058.290000
168103.870000  ,  140959.900000
181527.140000  ,  171300.490000
145347.530000  ,  146981.300000
162236.740000  ,  139862.330000
171284.480000  ,  142007.620000
181338.860000  ,  151867.790000
182193.800000  ,  170524.010000
142345.110000  ,  150396.140000
139407.510000  ,  156973.980000
152502.120000  ,  141145.120000
152113.080000  ,  141011.970000
140884.010000  ,  151808.430000
138623.030000  ,  158858.470000
143646.520000  ,  176787.620000
166604.510000  ,  139155.400000
151969.810000  ,  140539.440000
184012.930000  ,  169031.490000
167406.950000  ,  139187.540000
139254.710000  ,  154186.070000
167845.030000  ,  139247.630000
139709.880000  ,  171198.860000
178946.170000  ,  145884.840000
183177.110000  ,  171879.650000
173660.500000  ,  141511.070000
146321.880000  ,  180371.090000
159668.800000  ,  138084.860000
167984.460000  ,  138661.320000
162090.220000  ,  186306.100000
177792.450000  ,  143955.750000
184008.260000  ,  152654.960000
185765.040000  ,  164953.630000
144684.630000  ,  144303.140000
184388.320000  ,  171456.190000
137951.060000  ,  154425.590000
185602.170000  ,  156289.870000
141141.800000  ,  176182.260000
185948.040000  ,  166383.260000
139514.640000  ,  150520.300000
182349.880000  ,  148268.210000
151063.130000  ,  139269.180000
140206.190000  ,  148761.380000
154461.640000  ,  137854.440000
171349.880000  ,  138758.460000
186695.780000  ,  163927.070000
154194.560000  ,  186217.790000
186128.780000  ,  156021.520000
144906.230000  ,  142870.810000
178106.290000  ,  142813.130000
159651.590000  ,  187324.850000
136103.740000  ,  163009.380000
136516.030000  ,  167025.840000
158680.150000  ,  187470.290000
156042.350000  ,  187089.640000
185945.100000  ,  169928.800000
184294.690000  ,  150064.130000
139626.290000  ,  175574.160000
185488.900000  ,  171520.300000
135867.630000  ,  164845.810000
135968.780000  ,  166135.900000
141865.880000  ,  178950.160000
151533.550000  ,  137967.690000
148285.050000  ,  139557.780000
137979.650000  ,  173284.930000
174229.450000  ,  139118.370000
187729.770000  ,  161273.830000
180371.010000  ,  180543.700000
186784.550000  ,  154236.920000
173475.880000  ,  138380.830000
181145.160000  ,  179796.860000
174194.100000  ,  138707.130000
183777.970000  ,  176492.490000
185351.670000  ,  173731.520000
135027.390000  ,  164484.410000
169868.480000  ,  187347.120000
134841.780000  ,  162723.820000
148158.770000  ,  138892.930000
147288.430000  ,  184631.270000
144463.490000  ,  141416.270000
140628.950000  ,  178745.600000
134714.870000  ,  161280.440000
162812.600000  ,  189001.150000
161838.040000  ,  134757.650000
188491.490000  ,  157590.120000
188807.990000  ,  166487.300000
180469.740000  ,  182157.810000
145160.910000  ,  139699.480000
169083.060000  ,  135386.430000
150641.600000  ,  187562.700000
152647.930000  ,  135656.100000
176794.160000  ,  185248.890000
148099.820000  ,  137646.610000
156508.250000  ,  134614.130000
177934.590000  ,  184753.390000
180404.050000  ,  141249.350000
143135.430000  ,  183321.420000
150129.180000  ,  136276.610000
156810.240000  ,  189882.110000
141491.490000  ,  181990.860000
133213.510000  ,  163643.380000
184481.750000  ,  178885.680000
179593.580000  ,  139870.390000
190092.880000  ,  163083.200000
171123.300000  ,  189031.310000
188898.520000  ,  153323.370000
189673.060000  ,  156017.420000
133345.890000  ,  168143.460000
181525.910000  ,  141254.830000
147148.550000  ,  187040.800000
152271.390000  ,  134642.330000
154784.060000  ,  133908.810000
164419.930000  ,  190774.890000
138007.960000  ,  178851.780000
181566.980000  ,  141123.330000
135196.770000  ,  149899.690000
190477.440000  ,  160823.370000
134729.940000  ,  150827.370000
144068.870000  ,  185324.090000
138660.920000  ,  143875.680000
134505.130000  ,  150774.130000
138365.370000  ,  144016.830000
169732.510000  ,  133614.160000
132731.310000  ,  168761.790000
140619.010000  ,  182956.130000
151253.000000  ,  189909.330000
167809.020000  ,  132947.120000
137511.450000  ,  144401.880000
189619.330000  ,  171990.040000
189443.700000  ,  151455.390000
167148.540000  ,  191396.110000
161554.030000  ,  191984.610000
141493.260000  ,  139664.770000
131594.030000  ,  159201.270000
135001.950000  ,  147828.510000
183701.830000  ,  182397.600000
188358.230000  ,  148290.950000
178815.420000  ,  186749.960000
174976.030000  ,  134665.680000
164351.930000  ,  192379.690000
159673.360000  ,  131564.470000
183883.110000  ,  141204.240000
134472.370000  ,  176228.250000
155504.940000  ,  192004.180000
169492.210000  ,  132479.310000
185259.880000  ,  181310.200000
191212.830000  ,  169461.720000
189620.290000  ,  149443.210000
192166.780000  ,  157877.230000
154097.270000  ,  131955.060000
